id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
54,"78の勧告の中で最初のものは,イラクの国境を敵意的な介入から守るために,同国の隣国との外交関係を回復するために,今年年末までに新たな外交イニシアチブが採択されるべきである.",78ある提言うち最初に挙げられているのは、敵対的な介入に対してイラクの国境を確保し、近隣諸国との外交関係を再び確立するために、年内に新たな外交主導権を発揮するべきだというものです。,その78の提言の中で最初に挙げられているのは、今年の終わりまでに新しい外交の取り組みを行い、イラクの国境を敵対的な介入から守り、隣国との外交関係を再構築するべきだということです。,0.8305885791778564,0.8277862071990967,0.8291850090026855,0.8378413915634155,0.8320125341415405,0.8349168300628662
55,"アルゼンチン大統領候補を務める現任上院議員であり,アルゼンチン第一夫人クリスティーナ・フェルナンデス・デ・キルッナー氏は,昨晩,ブエノス・アイレスから50キロ (31マイル) 離れたラプラタで大統領候補を発表した.",昨晩、ブエノスアイレスから50キロ（31マイル）離れたラプラタ市内で、現職上院議員であるクリスティーナ・フェルナンデス・デ・キルヒナー女史が大統領選への出馬を宣言しました。,現在の上院議員でアルゼンチンのファーストレディ、クリスティーナ・フェルナンデス・デ・キルチネルは、昨日の夕方、ブエノスアイレスから50キロメートル（31マイル）離れたラプラタ市で大統領候補としての立候補を発表しました。,0.829250693321228,0.8620901107788086,0.8453515768051147,0.8667528033256531,0.8595401048660278,0.8631314039230347
56,キルッナー夫人は2005年にボエンスアイレス省代表団のメンバーとして上院選挙を開始した場所であるアルゼンチン劇場で大統領候補を申し出ることを発表した.,キルヒネル夫人は、アルゼンチン劇場で大統領選に出馬するという意向を表明しました。2005年にブエノスアイレス州の代表団の一員として上院選への出馬を表明したのもこの劇場でした。,キルチネル夫人は、アルゼンチン劇場で大統領選に立候補する意向を発表しました。この場所は、彼女がブエノスアイレス州代表として2005年の上院選挙キャンペーンを始めた場所でもあります。,0.8109924793243408,0.7943686842918396,0.8025944828987122,0.8218017220497131,0.794023871421814,0.807673990726471
57,"議論はハリケーンカトリーナの後援と復興費の議論によって引き起こされた. 財政保守派の中にはユーモア的に""ブッシュのニューオーリンズ取引""と称されている.",この議論は、ハリケーン・カトリーナの去った後の救済と復興にかかる支出をめぐる論争に端を発していました。一部の財政保守派は、ユーモアを込めてこれを「ブッシュのニューオリンズ政策」と呼んでいます。,その議論は、ハリケーン・カトリーナの影響を受けた救済と再建にかかる支出に関する論争から始まりました。一部の財政的保守派はこれをユーモラスに「ブッシュのニューオーリンズ取引」と呼んでいます。,0.8271915912628174,0.7814037203788757,0.8036459684371948,0.8411197066307068,0.807162880897522,0.8237915635108948
58,"リベラルな批判は,ワシントン内側の人たちに対する再建契約の授与に焦点を当てています.",復興努力に対するリベラル派からの批判では、ワシントンの内部関係者と思われる人物と復興契約を交わしたことに焦点を当てています。,リベラル派の再建努力に対する批判は、再建契約がワシントンの内部者と見なされる人々に授与されることに焦点を当てています。,0.8500360250473022,0.809293806552887,0.8291647434234619,0.8889911770820618,0.8448425531387329,0.866354763507843
59,葬儀に 参加するために400万人以上がローマへ行った.,400万人以上が葬儀に参列しようとローマに向かいました。,400万人以上がローマに行って葬儀に出席しました。,0.8855980634689331,0.8577460646629333,0.8714496493339539,0.8915592432022095,0.8690087795257568,0.8801395893096924
60,"参拝者数はあまりに多くて,サン・ペテロ広場での葬儀には誰もが参加することができなかった.",参列者の数が多すぎて、全員がサンピエトロ広場での葬儀に参加することは不可能でした。,出席者の数が非常に多かったため、サン・ピエトロ広場での葬儀に誰もがアクセスすることは不可能でした。,0.8468686938285828,0.8383908271789551,0.8426083922386169,0.8787850141525269,0.8526073694229126,0.8654983043670654
61,"ローマの様々な場所で,多くの人々が儀式を見られるように,いくつかの大きなテレビ画面が設置されました.",ローマの各所には、人々に式典を見てもらおうと、大型テレビ画面がいくつも設置されていました。,ローマの各所に、セレモニーを観るためにいくつかの大型テレビ画面が設置されました。,0.8517564535140991,0.8327518701553345,0.8421469330787659,0.8500257134437561,0.8642245531082153,0.8570663332939148
62,"イタリアや世界 の 他 の 多くの 都市,特に ポーランド に は,同様の 設定 が され,多くの人々が 見つかりました.",イタリア国内の他の多くの都市や世界の他の地域（特にポーランド）で同じように設置がされ、多くの人々が視聴しました。,イタリアの他の多くの都市や、特にポーランドを含む世界の他の地域でも、同様の設置が行われ、多くの人々に見られました。,0.851364016532898,0.8482170104980469,0.8497875928878784,0.8608261346817017,0.8545612096786499,0.8576822280883789
63,"歴史家は,FBIの成功率を高める目的で,簡単に解決できるケース,特に盗難自動車のケースにリソースを集中させた過去政策を批判している.",歴史家たちは、過去のFBIの方針が、解決しやすい事件、特に盗難車事件にリソースを集中させ、FBIの成功率を上げることを目的としていると批判しています。,歴史家たちは、FBIの過去の方針が、成功率を高める目的で、特に盗難車の事件など解決が容易なケースにリソースを集中させていることを批判しています。,0.844141960144043,0.8384736776351929,0.8412982225418091,0.873339056968689,0.8593728542327881,0.8662996292114258
64,議会は 2005年財政年度から 醜悪活動資金調達を開始し FBIが 10人のエージェントを 成人ポルノに 委ねなければならないと規定しました,連邦議会は2005年度から猥褻物取締法への資金提供を開始し、FBIはアダルトポルノに10人の捜査員を投入しなければならないと規定しました。,議会は2005会計年度に下品対策のための資金提供を開始し、FBIが成人向けポルノに10人のエージェントを専任する必要があると指定しました。,0.8293614387512207,0.8230268955230713,0.8261820673942566,0.8689181804656982,0.8450990915298462,0.856843113899231
65,ロビン・ウッタッパは11・4と2・6を打って41ボールで70ランで最高スコアを記録した.,ロビン・ウタッパは、11本のフォーと2本のシックスを打って、わずか41球でイニング最高得点となる70ランを記録した。,ロビン・ウタッパは、41球で11本の4番と2本の6番を打ち、イニングの最高得点70ランを記録しました。,0.864920973777771,0.8185098767280579,0.8410756587982178,0.8350724577903748,0.809484601020813,0.8220794796943665
66,"中級のバットマン,サシン・テンデュールカーとラहुल・ドラヴィッドは,良きパフォーマンスをし,百走のパートナーシップを結んだ.",中軸のバッツマン、サチン・テンドルカール、ラホール・ドラヴィッドが連携してうまく試合を運び、100ランを達成しました。,中軸打者のサチン・テンドルカールとラハウル・ドリavidは好調で、100ランのパートナーシップを築きました。,0.7735323309898376,0.7891589403152466,0.781267523765564,0.7834279537200928,0.8113086819648743,0.7971246242523193
67,"しかし,キャプテンのウィケットを失ったインドは,インニングを終了するために7ウィケットを失って36ランしか作らなかった.",しかし、キャプテンのウィケットを失った後、インドは7つのウィケットを失い、36ランしかできませんでした。,しかし、キャプテンのウィケットを失った後、インドは36ランしか得られず、7ウィケットを失ってイニングを終了しました。,0.8399877548217773,0.8331301212310791,0.8365448713302612,0.8867990970611572,0.8691321611404419,0.8778767585754395
