Word,Frequency 2020,Frequency 2024,Growth Rate (%)
tp,59.0,46.56,-21.08
python,335.0,264.32,-21.1
magazines,20.0,15.77,-21.15
threads,20.0,15.77,-21.15
arab,20.0,15.77,-21.15
franklin,40.0,31.54,-21.15
arcade,20.0,15.77,-21.15
cooper,20.0,15.77,-21.15
trek,20.0,15.77,-21.15
coordination,40.0,31.54,-21.15
geneva,20.0,15.77,-21.15
queue,40.0,31.54,-21.15
minus,20.0,15.77,-21.15
sense,181.0,142.67,-21.18
exists,81.0,63.83,-21.2
criteria,83.0,65.33,-21.29
otherwise,104.0,81.85,-21.3
girl,63.0,49.56,-21.33
leave,63.0,49.56,-21.33
miami,21.0,16.52,-21.33
finish,21.0,16.52,-21.33
checking,42.0,33.04,-21.33
hundreds,42.0,33.04,-21.33
considerable,21.0,16.52,-21.33
newton,42.0,33.04,-21.33
plugins,21.0,16.52,-21.33
lloyd,21.0,16.52,-21.33
reader,43.0,33.79,-21.42
interact,87.0,68.33,-21.46
aug,44.0,34.54,-21.5
pennsylvania,22.0,17.27,-21.5
poetry,22.0,17.27,-21.5
buddy,22.0,17.27,-21.5
cache,22.0,17.27,-21.5
fault,22.0,17.27,-21.5
situated,44.0,34.54,-21.5
jpeg,22.0,17.27,-21.5
calibration,44.0,34.54,-21.5
momentum,22.0,17.27,-21.5
grows,22.0,17.27,-21.5
ratios,22.0,17.27,-21.5
facilities,45.0,35.29,-21.58
tracker,90.0,70.58,-21.58
formula,158.0,123.9,-21.58
ist,68.0,53.31,-21.6
am,69.0,54.07,-21.64
pubmed,23.0,18.02,-21.65
departments,23.0,18.02,-21.65
mine,23.0,18.02,-21.65
analyst,23.0,18.02,-21.65
receiver,23.0,18.02,-21.65
memphis,23.0,18.02,-21.65
simulations,46.0,36.04,-21.65
daily,208.0,162.95,-21.66
logic,763.0,597.72,-21.66
japan,185.0,144.92,-21.66
obtain,93.0,72.84,-21.68
sciences,233.0,182.47,-21.69
query,211.0,165.2,-21.71
appropriate,94.0,73.59,-21.71
extreme,47.0,36.79,-21.72
scanner,48.0,37.55,-21.77
connector,48.0,37.55,-21.77
putting,24.0,18.77,-21.79
federation,24.0,18.77,-21.79
jerry,24.0,18.77,-21.79
length,169.0,132.16,-21.8
nude,49.0,38.3,-21.84
modeling,440.0,343.91,-21.84
creativity,196.0,153.18,-21.85
boxes,25.0,19.52,-21.92
percentage,25.0,19.52,-21.92
maintains,25.0,19.52,-21.92
hollow,25.0,19.52,-21.92
conceptual,127.0,99.12,-21.95
ash,52.0,40.55,-22.02
sweden,26.0,20.27,-22.04
armstrong,26.0,20.27,-22.04
makeup,26.0,20.27,-22.04
cope,26.0,20.27,-22.04
aids,53.0,41.3,-22.08
impossible,53.0,41.3,-22.08
conf,53.0,41.3,-22.08
modify,27.0,21.03,-22.11
developments,54.0,42.05,-22.13
nb,54.0,42.05,-22.13
hospital,55.0,42.8,-22.18
ice,28.0,21.78,-22.21
ocean,28.0,21.78,-22.21
nhs,28.0,21.78,-22.21
dictionaries,28.0,21.78,-22.21
tags,57.0,44.3,-22.28
java,315.0,244.79,-22.29
pocket,29.0,22.53,-22.31
nj,29.0,22.53,-22.31
rs,29.0,22.53,-22.31
gordon,29.0,22.53,-22.31
pins,29.0,22.53,-22.31
winners,145.0,112.64,-22.32
angle,58.0,45.05,-22.33
watson,117.0,90.86,-22.34
expo,30.0,23.28,-22.4
organizing,30.0,23.28,-22.4
thesis,151.0,117.14,-22.42
terminal,31.0,24.03,-22.48
comp,31.0,24.03,-22.48
variables,373.0,289.1,-22.49
dictionary,94.0,72.84,-22.51
graphic,94.0,72.84,-22.51
wood,32.0,24.78,-22.56
ea,32.0,24.78,-22.56
xx,32.0,24.78,-22.56
quote,294.0,227.52,-22.61
promoted,33.0,25.53,-22.64
qt,33.0,25.53,-22.64
chicago,67.0,51.81,-22.67
ranging,34.0,26.28,-22.71
itunes,34.0,26.28,-22.71
passive,34.0,26.28,-22.71
mouse,35.0,27.03,-22.77
hunter,35.0,27.03,-22.77
ce,35.0,27.03,-22.77
boolean,72.0,55.57,-22.82
ie,36.0,27.78,-22.83
conclusion,36.0,27.78,-22.83
facts,73.0,56.32,-22.85
pass,74.0,57.07,-22.88
editorial,37.0,28.53,-22.89
taken,157.0,120.9,-22.99
supports,159.0,122.4,-23.02
sri,40.0,30.79,-23.03
madrid,40.0,30.79,-23.03
ab,41.0,31.54,-23.07
carried,42.0,32.29,-23.12
wiki,168.0,129.16,-23.12
sao,43.0,33.04,-23.16
xi,131.0,100.62,-23.19
actress,44.0,33.79,-23.2
school,180.0,138.17,-23.24
bases,45.0,34.54,-23.24
editing,47.0,36.04,-23.32
command,96.0,73.59,-23.34
instant,48.0,36.79,-23.35
satisfied,49.0,37.55,-23.37
corp,49.0,37.55,-23.37
nasa,99.0,75.84,-23.39
nearest,99.0,75.84,-23.39
jean,152.0,116.39,-23.43
hiv,51.0,39.05,-23.43
turns,51.0,39.05,-23.43
downloads,54.0,41.3,-23.52
connection,108.0,82.6,-23.52
thousands,54.0,41.3,-23.52
sensitivity,54.0,41.3,-23.52
movements,55.0,42.05,-23.55
tokyo,56.0,42.8,-23.57
headphones,58.0,44.3,-23.62
axis,60.0,45.81,-23.65
coordinates,60.0,45.81,-23.65
attribute,124.0,94.61,-23.7
discrete,131.0,99.87,-23.76
ordered,66.0,50.31,-23.77
printed,67.0,51.06,-23.79
corporation,151.0,114.89,-23.91
kinds,76.0,57.82,-23.92
ms,79.0,60.07,-23.96
psi,82.0,62.33,-23.99
shield,248.0,188.48,-24.0
bag,85.0,64.58,-24.02
wireless,261.0,198.24,-24.05
capacity,91.0,69.08,-24.09
patent,96.0,72.84,-24.12
int,98.0,74.34,-24.14
belief,107.0,81.1,-24.21
references,1104.0,836.51,-24.23
alpha,417.0,314.63,-24.55
land,239.0,180.22,-24.59
tours,6.0,4.51,-24.83
sporting,6.0,4.51,-24.83
bike,6.0,4.51,-24.83
weblog,6.0,4.51,-24.83
contractor,6.0,4.51,-24.83
nebraska,6.0,4.51,-24.83
liberal,6.0,4.51,-24.83
attendance,6.0,4.51,-24.83
recipient,6.0,4.51,-24.83
installing,6.0,4.51,-24.83
painted,6.0,4.51,-24.83
nose,6.0,4.51,-24.83
delhi,6.0,4.51,-24.83
afford,6.0,4.51,-24.83
std,6.0,4.51,-24.83
occasions,6.0,4.51,-24.83
concentrations,6.0,4.51,-24.83
pray,6.0,4.51,-24.83
annex,6.0,4.51,-24.83
bra,6.0,4.51,-24.83
pharmacology,6.0,4.51,-24.83
href,6.0,4.51,-24.83
dump,6.0,4.51,-24.83
investigator,6.0,4.51,-24.83
worthy,6.0,4.51,-24.83
cylinder,6.0,4.51,-24.83
indication,6.0,4.51,-24.83
barrel,6.0,4.51,-24.83
slope,6.0,4.51,-24.83
organizer,6.0,4.51,-24.83
rage,6.0,4.51,-24.83
acrylic,6.0,4.51,-24.83
toddler,6.0,4.51,-24.83
coating,6.0,4.51,-24.83
idle,6.0,4.51,-24.83
intimate,6.0,4.51,-24.83
educated,6.0,4.51,-24.83
airplane,6.0,4.51,-24.83
ids,6.0,4.51,-24.83
gambling,7.0,5.26,-24.86
dental,7.0,5.26,-24.86
examination,7.0,5.26,-24.86
merchants,7.0,5.26,-24.86
swing,7.0,5.26,-24.86
liked,7.0,5.26,-24.86
fucked,7.0,5.26,-24.86
coaching,7.0,5.26,-24.86
rat,7.0,5.26,-24.86
bearing,7.0,5.26,-24.86
elegant,7.0,5.26,-24.86
suspect,7.0,5.26,-24.86
stylish,7.0,5.26,-24.86
slim,7.0,5.26,-24.86
discounted,7.0,5.26,-24.86
retention,7.0,5.26,-24.86
statute,7.0,5.26,-24.86
fisheries,7.0,5.26,-24.86
brisbane,7.0,5.26,-24.86
warrior,7.0,5.26,-24.86
triangle,7.0,5.26,-24.86
biol,7.0,5.26,-24.86
petersburg,7.0,5.26,-24.86
shadows,7.0,5.26,-24.86
tide,7.0,5.26,-24.86
commodity,7.0,5.26,-24.86
passwords,7.0,5.26,-24.86
drilling,7.0,5.26,-24.86
hq,7.0,5.26,-24.86
rosa,7.0,5.26,-24.86
necessity,7.0,5.26,-24.86
sexually,7.0,5.26,-24.86
librarian,7.0,5.26,-24.86
longitude,7.0,5.26,-24.86
miscellaneous,8.0,6.01,-24.88
logged,8.0,6.01,-24.88
drink,8.0,6.01,-24.88
salt,8.0,6.01,-24.88
puerto,8.0,6.01,-24.88
pursuant,8.0,6.01,-24.88
terrorism,8.0,6.01,-24.88
eligibility,8.0,6.01,-24.88
spray,8.0,6.01,-24.88
nec,8.0,6.01,-24.88
grounds,8.0,6.01,-24.88
webcam,8.0,6.01,-24.88
lat,8.0,6.01,-24.88
pending,8.0,6.01,-24.88
blogging,8.0,6.01,-24.88
bunch,8.0,6.01,-24.88
households,8.0,6.01,-24.88
tri,8.0,6.01,-24.88
honey,8.0,6.01,-24.88
chuck,8.0,6.01,-24.88
uv,8.0,6.01,-24.88
qualify,8.0,6.01,-24.88
attach,8.0,6.01,-24.88
sacred,8.0,6.01,-24.88
por,8.0,6.01,-24.88
hobby,8.0,6.01,-24.88
statutes,8.0,6.01,-24.88
myers,8.0,6.01,-24.88
acer,8.0,6.01,-24.88
calm,8.0,6.01,-24.88
indie,8.0,6.01,-24.88
breed,8.0,6.01,-24.88
milton,8.0,6.01,-24.88
fabulous,8.0,6.01,-24.88
inherited,8.0,6.01,-24.88
qualification,8.0,6.01,-24.88
rebel,8.0,6.01,-24.88
riders,8.0,6.01,-24.88
dg,8.0,6.01,-24.88
vg,8.0,6.01,-24.88
strips,8.0,6.01,-24.88
workstation,8.0,6.01,-24.88
moses,8.0,6.01,-24.88
novelty,8.0,6.01,-24.88
dts,8.0,6.01,-24.88
bolt,8.0,6.01,-24.88
fabrics,8.0,6.01,-24.88
saint,17.0,12.77,-24.88
panasonic,17.0,12.77,-24.88
lp,17.0,12.77,-24.88
weird,17.0,12.77,-24.88
prospect,17.0,12.77,-24.88
revenge,17.0,12.77,-24.88
terrain,17.0,12.77,-24.88
michel,17.0,12.77,-24.88
submit,9.0,6.76,-24.89
fees,9.0,6.76,-24.89
houston,9.0,6.76,-24.89
wales,9.0,6.76,-24.89
prescription,9.0,6.76,-24.89
ridge,18.0,13.52,-24.89
dennis,18.0,13.52,-24.89
rocks,9.0,6.76,-24.89
packs,18.0,13.52,-24.89
ecommerce,9.0,6.76,-24.89
ti,18.0,13.52,-24.89
pitch,18.0,13.52,-24.89
butter,9.0,6.76,-24.89
reproduced,9.0,6.76,-24.89
poem,9.0,6.76,-24.89
informal,9.0,6.76,-24.89
wanting,9.0,6.76,-24.89
resolutions,18.0,13.52,-24.89
hindu,9.0,6.76,-24.89
helmet,18.0,13.52,-24.89
musician,18.0,13.52,-24.89
decimal,18.0,13.52,-24.89
helicopter,9.0,6.76,-24.89
phantom,9.0,6.76,-24.89
resumes,9.0,6.76,-24.89
immunology,9.0,6.76,-24.89
girls,28.0,21.03,-24.89
goods,28.0,21.03,-24.89
dirty,28.0,21.03,-24.89
everywhere,28.0,21.03,-24.89
barrier,28.0,21.03,-24.89
atlanta,19.0,14.27,-24.89
annotation,19.0,14.27,-24.89
catalogue,19.0,14.27,-24.89
sms,19.0,14.27,-24.89
deemed,19.0,14.27,-24.89
devoted,19.0,14.27,-24.89
honors,19.0,14.27,-24.89
textiles,19.0,14.27,-24.89
lcd,29.0,21.78,-24.9
normally,29.0,21.78,-24.9
ease,29.0,21.78,-24.9
notifications,29.0,21.78,-24.9
todd,39.0,29.29,-24.9
strictly,39.0,29.29,-24.9
monsters,39.0,29.29,-24.9
login,20.0,15.02,-24.9
beach,10.0,7.51,-24.9
islands,10.0,7.51,-24.9
personnel,20.0,15.02,-24.9
unix,20.0,15.02,-24.9
tm,10.0,7.51,-24.9
slot,20.0,15.02,-24.9
nobody,10.0,7.51,-24.9
lan,10.0,7.51,-24.9
loaded,10.0,7.51,-24.9
literary,20.0,15.02,-24.9
slots,10.0,7.51,-24.9
consult,10.0,7.51,-24.9
cycling,10.0,7.51,-24.9
xl,10.0,7.51,-24.9
adverse,20.0,15.02,-24.9
wishes,10.0,7.51,-24.9
exchanges,10.0,7.51,-24.9
appliance,20.0,15.02,-24.9
dist,10.0,7.51,-24.9
volvo,20.0,15.02,-24.9
literally,10.0,7.51,-24.9
overhead,10.0,7.51,-24.9
closest,20.0,15.02,-24.9
adjustments,10.0,7.51,-24.9
jaguar,10.0,7.51,-24.9
suspected,10.0,7.51,-24.9
keen,10.0,7.51,-24.9
reporters,10.0,7.51,-24.9
covers,50.0,37.55,-24.9
programmers,50.0,37.55,-24.9
gnu,62.0,46.56,-24.9
mounted,73.0,54.82,-24.9
cd,42.0,31.54,-24.9
orlando,21.0,15.77,-24.9
preparation,21.0,15.77,-24.9
labour,21.0,15.77,-24.9
complaints,21.0,15.77,-24.9
pulled,21.0,15.77,-24.9
immune,42.0,31.54,-24.9
shanghai,21.0,15.77,-24.9
safely,21.0,15.77,-24.9
induction,42.0,31.54,-24.9
outlets,21.0,15.77,-24.9
particle,74.0,55.57,-24.91
restriction,32.0,24.03,-24.91
motivated,32.0,24.03,-24.91
rational,43.0,32.29,-24.91
item,97.0,72.84,-24.91
homes,54.0,40.55,-24.91
queries,98.0,73.59,-24.91
locations,131.0,98.37,-24.91
theater,11.0,8.26,-24.91
mt,22.0,16.52,-24.91
waiting,11.0,8.26,-24.91
paragraph,11.0,8.26,-24.91
guests,22.0,16.52,-24.91
bears,11.0,8.26,-24.91
venue,11.0,8.26,-24.91
cherry,11.0,8.26,-24.91
dam,22.0,16.52,-24.91
participant,11.0,8.26,-24.91
watt,11.0,8.26,-24.91
accomplished,22.0,16.52,-24.91
analysts,44.0,33.04,-24.91
snapshot,22.0,16.52,-24.91
logitech,11.0,8.26,-24.91
beth,11.0,8.26,-24.91
collectors,11.0,8.26,-24.91
conclude,11.0,8.26,-24.91
internationally,11.0,8.26,-24.91
rounds,11.0,8.26,-24.91
intervals,22.0,16.52,-24.91
greene,11.0,8.26,-24.91
titles,78.0,58.57,-24.91
draws,34.0,25.53,-24.91
winter,69.0,51.81,-24.91
fresh,23.0,17.27,-24.91
par,23.0,17.27,-24.91
preparing,23.0,17.27,-24.91
monkey,23.0,17.27,-24.91
validity,23.0,17.27,-24.91
stan,23.0,17.27,-24.91
wright,35.0,26.28,-24.91
telecommunications,59.0,44.3,-24.92
dec,71.0,53.31,-24.92
nathan,36.0,27.03,-24.92
eg,12.0,9.01,-24.92
ohio,12.0,9.01,-24.92
sponsor,12.0,9.01,-24.92
keys,12.0,9.01,-24.92
biography,12.0,9.01,-24.92
transaction,12.0,9.01,-24.92
absolutely,12.0,9.01,-24.92
medline,12.0,9.01,-24.92
acceptable,24.0,18.02,-24.92
supplement,12.0,9.01,-24.92
brochure,12.0,9.01,-24.92
workforce,24.0,18.02,-24.92
colombia,12.0,9.01,-24.92
relate,24.0,18.02,-24.92
drill,12.0,9.01,-24.92
eddie,12.0,9.01,-24.92
maritime,12.0,9.01,-24.92
sorts,12.0,9.01,-24.92
mails,12.0,9.01,-24.92
martha,49.0,36.79,-24.92
styles,37.0,27.78,-24.92
begun,37.0,27.78,-24.92
planner,25.0,18.77,-24.92
anatomy,25.0,18.77,-24.92
perhaps,38.0,28.53,-24.92
fruit,13.0,9.76,-24.92
lunch,13.0,9.76,-24.92
licence,13.0,9.76,-24.92
sing,13.0,9.76,-24.92
exceptions,13.0,9.76,-24.92
ht,13.0,9.76,-24.92
retained,13.0,9.76,-24.92
sheer,13.0,9.76,-24.92
textile,26.0,19.52,-24.92
rays,13.0,9.76,-24.92
blocking,13.0,9.76,-24.92
yearly,13.0,9.76,-24.92
numeric,13.0,9.76,-24.92
planners,13.0,9.76,-24.92
tx,27.0,20.27,-24.93
keyword,27.0,20.27,-24.93
reserved,14.0,10.51,-24.93
amateur,14.0,10.51,-24.93
paperback,14.0,10.51,-24.93
consultant,14.0,10.51,-24.93
bs,14.0,10.51,-24.93
calendars,14.0,10.51,-24.93
resolved,14.0,10.51,-24.93
browsing,14.0,10.51,-24.93
grain,14.0,10.51,-24.93
cox,14.0,10.51,-24.93
constitute,14.0,10.51,-24.93
joke,14.0,10.51,-24.93
accessing,14.0,10.51,-24.93
amplifier,14.0,10.51,-24.93
ozone,14.0,10.51,-24.93
colon,14.0,10.51,-24.93
stripes,14.0,10.51,-24.93
river,15.0,11.26,-24.93
calculator,15.0,11.26,-24.93
candy,15.0,11.26,-24.93
dramatic,15.0,11.26,-24.93
inexpensive,15.0,11.26,-24.93
charges,16.0,12.01,-24.94
appeal,16.0,12.01,-24.94
hospitals,16.0,12.01,-24.94
tiny,16.0,12.01,-24.94
answered,16.0,12.01,-24.94
attitude,16.0,12.01,-24.94
attractive,16.0,12.01,-24.94
suddenly,16.0,12.01,-24.94
hewlett,16.0,12.01,-24.94
indicator,16.0,12.01,-24.94
emission,16.0,12.01,-24.94
swim,16.0,12.01,-24.94
brussels,16.0,12.01,-24.94
adelaide,16.0,12.01,-24.94
selective,16.0,12.01,-24.94
ebay,5.0,3.75,-25.0
seller,4.0,3.0,-25.0
fax,1.0,0.75,-25.0
usr,2.0,1.5,-25.0
fri,1.0,0.75,-25.0
furniture,5.0,3.75,-25.0
ass,1.0,0.75,-25.0
thu,4.0,3.0,-25.0
wedding,3.0,2.25,-25.0
anal,1.0,0.75,-25.0
restaurants,2.0,1.5,-25.0
flowers,4.0,3.0,-25.0
sexy,4.0,3.0,-25.0
rape,2.0,1.5,-25.0
pst,1.0,0.75,-25.0
xxx,1.0,0.75,-25.0
basket,2.0,1.5,-25.0
hardcore,2.0,1.5,-25.0
fuck,2.0,1.5,-25.0
classifieds,1.0,0.75,-25.0
apartments,1.0,0.75,-25.0
bondage,1.0,0.75,-25.0
cds,3.0,2.25,-25.0
xp,2.0,1.5,-25.0
sitemap,4.0,3.0,-25.0
dakota,1.0,0.75,-25.0
checkout,1.0,0.75,-25.0
springs,2.0,1.5,-25.0
lingerie,1.0,0.75,-25.0
postal,1.0,0.75,-25.0
mg,5.0,3.75,-25.0
oklahoma,2.0,1.5,-25.0
ski,2.0,1.5,-25.0
permalink,3.0,2.25,-25.0
suites,4.0,3.0,-25.0
tennis,1.0,0.75,-25.0
dinner,1.0,0.75,-25.0
yeah,1.0,0.75,-25.0
census,4.0,3.0,-25.0
cheats,1.0,0.75,-25.0
printable,3.0,2.25,-25.0
crafts,1.0,0.75,-25.0
booking,1.0,0.75,-25.0
fiscal,5.0,3.75,-25.0
mysql,4.0,3.0,-25.0
sugar,2.0,1.5,-25.0
hockey,4.0,3.0,-25.0
epinions,2.0,1.5,-25.0
discounts,4.0,3.0,-25.0
nights,3.0,2.25,-25.0
milk,3.0,2.25,-25.0
yours,1.0,0.75,-25.0
dear,3.0,2.25,-25.0
province,3.0,2.25,-25.0
oak,5.0,3.75,-25.0
vat,1.0,0.75,-25.0
northwest,2.0,1.5,-25.0
resorts,1.0,0.75,-25.0
ky,3.0,2.25,-25.0
bargain,3.0,2.25,-25.0
lo,4.0,3.0,-25.0
sheets,4.0,3.0,-25.0
plasma,3.0,2.25,-25.0
hairy,1.0,0.75,-25.0
deposit,1.0,0.75,-25.0
pump,1.0,0.75,-25.0
flashing,4.0,3.0,-25.0
gardens,4.0,3.0,-25.0
malaysia,5.0,3.75,-25.0
massage,2.0,1.5,-25.0
trips,1.0,0.75,-25.0
lease,5.0,3.75,-25.0
gcc,4.0,3.0,-25.0
desktops,2.0,1.5,-25.0
pants,2.0,1.5,-25.0
luck,4.0,3.0,-25.0
mortgages,1.0,0.75,-25.0
cheese,1.0,0.75,-25.0
vacations,1.0,0.75,-25.0
casinos,5.0,3.75,-25.0
cake,4.0,3.0,-25.0
cafe,5.0,3.75,-25.0
seal,1.0,0.75,-25.0
lbs,1.0,0.75,-25.0
deck,5.0,3.75,-25.0
donate,1.0,0.75,-25.0
bankruptcy,2.0,1.5,-25.0
nationwide,5.0,3.75,-25.0
checked,4.0,3.0,-25.0
rhode,1.0,0.75,-25.0
memorabilia,1.0,0.75,-25.0
wallpapers,1.0,0.75,-25.0
hist,1.0,0.75,-25.0
motorcycle,3.0,2.25,-25.0
tion,1.0,0.75,-25.0
lakes,1.0,0.75,-25.0
donations,5.0,3.75,-25.0
kiss,2.0,1.5,-25.0
shoppers,4.0,3.0,-25.0
shareware,1.0,0.75,-25.0
cloudy,1.0,0.75,-25.0
brass,1.0,0.75,-25.0
vt,1.0,0.75,-25.0
shit,1.0,0.75,-25.0
republican,1.0,0.75,-25.0
lucky,1.0,0.75,-25.0
foto,1.0,0.75,-25.0
orgy,3.0,2.25,-25.0
pupils,2.0,1.5,-25.0
nikon,1.0,0.75,-25.0
pills,3.0,2.25,-25.0
afghanistan,2.0,1.5,-25.0
mill,3.0,2.25,-25.0
camcorder,1.0,0.75,-25.0
ak,2.0,1.5,-25.0
reserves,5.0,3.75,-25.0
promotions,3.0,2.25,-25.0
blvd,2.0,1.5,-25.0
diesel,1.0,0.75,-25.0
slip,1.0,0.75,-25.0
devil,2.0,1.5,-25.0
funeral,4.0,3.0,-25.0
earrings,1.0,0.75,-25.0
pill,5.0,3.75,-25.0
broadway,1.0,0.75,-25.0
wash,4.0,3.0,-25.0
athletics,1.0,0.75,-25.0
teenage,4.0,3.0,-25.0
soap,4.0,3.0,-25.0
enrollment,4.0,3.0,-25.0
ot,1.0,0.75,-25.0
mrs,2.0,1.5,-25.0
rica,4.0,3.0,-25.0
corps,2.0,1.5,-25.0
lookup,5.0,3.75,-25.0
diameter,5.0,3.75,-25.0
ottawa,4.0,3.0,-25.0
bidder,1.0,0.75,-25.0
diving,5.0,3.75,-25.0
clerk,1.0,0.75,-25.0
amendments,3.0,2.25,-25.0
jefferson,3.0,2.25,-25.0
sunset,3.0,2.25,-25.0
dispatched,2.0,1.5,-25.0
cricket,4.0,3.0,-25.0
surf,4.0,3.0,-25.0
dv,1.0,0.75,-25.0
thumbs,1.0,0.75,-25.0
discharge,3.0,2.25,-25.0
drinks,4.0,3.0,-25.0
tons,4.0,3.0,-25.0
gbp,1.0,0.75,-25.0
camel,2.0,1.5,-25.0
walked,4.0,3.0,-25.0
bracelet,1.0,0.75,-25.0
cassette,1.0,0.75,-25.0
mineral,4.0,3.0,-25.0
beads,3.0,2.25,-25.0
nurses,5.0,3.75,-25.0
mlb,1.0,0.75,-25.0
corn,2.0,1.5,-25.0
builders,1.0,0.75,-25.0
spears,3.0,2.25,-25.0
combo,5.0,3.75,-25.0
charm,1.0,0.75,-25.0
underwear,1.0,0.75,-25.0
basin,5.0,3.75,-25.0
thru,1.0,0.75,-25.0
discs,1.0,0.75,-25.0
anybody,3.0,2.25,-25.0
hopefully,3.0,2.25,-25.0
sucking,2.0,1.5,-25.0
gel,4.0,3.0,-25.0
redeem,1.0,0.75,-25.0
genealogy,1.0,0.75,-25.0
kodak,1.0,0.75,-25.0
lovers,3.0,2.25,-25.0
weekends,1.0,0.75,-25.0
screenshots,5.0,3.75,-25.0
adapters,2.0,1.5,-25.0
imports,1.0,0.75,-25.0
testimony,3.0,2.25,-25.0
sender,2.0,1.5,-25.0
syndication,4.0,3.0,-25.0
kde,1.0,0.75,-25.0
receptor,2.0,1.5,-25.0
fx,2.0,1.5,-25.0
tapes,1.0,0.75,-25.0
phpbb,4.0,3.0,-25.0
jackets,2.0,1.5,-25.0
hon,1.0,0.75,-25.0
oils,2.0,1.5,-25.0
stud,2.0,1.5,-25.0
blair,4.0,3.0,-25.0
vic,1.0,0.75,-25.0
abortion,1.0,0.75,-25.0
calcium,1.0,0.75,-25.0
antivirus,3.0,2.25,-25.0
membrane,4.0,3.0,-25.0
bangladesh,1.0,0.75,-25.0
candles,1.0,0.75,-25.0
graduation,2.0,1.5,-25.0
bend,3.0,2.25,-25.0
tommy,3.0,2.25,-25.0
springfield,1.0,0.75,-25.0
greeting,1.0,0.75,-25.0
nav,3.0,2.25,-25.0
olive,1.0,0.75,-25.0
cab,1.0,0.75,-25.0
lips,4.0,3.0,-25.0
escort,1.0,0.75,-25.0
pond,1.0,0.75,-25.0
daddy,1.0,0.75,-25.0
ferry,1.0,0.75,-25.0
exports,2.0,1.5,-25.0
tire,1.0,0.75,-25.0
rally,1.0,0.75,-25.0
medications,5.0,3.75,-25.0
laundry,2.0,1.5,-25.0
organ,1.0,0.75,-25.0
lemon,5.0,3.75,-25.0
sox,1.0,0.75,-25.0
accredited,1.0,0.75,-25.0
christians,1.0,0.75,-25.0
butts,1.0,0.75,-25.0
inns,1.0,0.75,-25.0
railroad,4.0,3.0,-25.0
cups,2.0,1.5,-25.0
relocation,1.0,0.75,-25.0
monroe,2.0,1.5,-25.0
tft,2.0,1.5,-25.0
tanzania,1.0,0.75,-25.0
staying,4.0,3.0,-25.0
bean,3.0,2.25,-25.0
ecuador,3.0,2.25,-25.0
spirits,3.0,2.25,-25.0
dairy,1.0,0.75,-25.0
mem,3.0,2.25,-25.0
samoa,2.0,1.5,-25.0
wages,2.0,1.5,-25.0
invalid,5.0,3.75,-25.0
mastercard,1.0,0.75,-25.0
beaver,1.0,0.75,-25.0
decorative,1.0,0.75,-25.0
eagles,1.0,0.75,-25.0
bee,4.0,3.0,-25.0
loud,5.0,3.75,-25.0
bride,3.0,2.25,-25.0
brunette,1.0,0.75,-25.0
essex,3.0,2.25,-25.0
routers,4.0,3.0,-25.0
clocks,4.0,3.0,-25.0
stylus,1.0,0.75,-25.0
hottest,2.0,1.5,-25.0
widescreen,2.0,1.5,-25.0
inquiries,3.0,2.25,-25.0
sudan,2.0,1.5,-25.0
ddr,4.0,3.0,-25.0
downloading,3.0,2.25,-25.0
prep,3.0,2.25,-25.0
pb,3.0,2.25,-25.0
oe,3.0,2.25,-25.0
latvia,1.0,0.75,-25.0
travelers,1.0,0.75,-25.0
metals,4.0,3.0,-25.0
celtic,2.0,1.5,-25.0
irc,4.0,3.0,-25.0
advise,3.0,2.25,-25.0
humidity,5.0,3.75,-25.0
bangkok,1.0,0.75,-25.0
herbs,1.0,0.75,-25.0
offense,2.0,1.5,-25.0
enquiries,2.0,1.5,-25.0
washing,1.0,0.75,-25.0
staffing,3.0,2.25,-25.0
showers,4.0,3.0,-25.0
dirt,3.0,2.25,-25.0
screw,2.0,1.5,-25.0
ministers,3.0,2.25,-25.0
hourly,1.0,0.75,-25.0
reseller,1.0,0.75,-25.0
tucson,2.0,1.5,-25.0
sink,4.0,3.0,-25.0
childrens,2.0,1.5,-25.0
reno,3.0,2.25,-25.0
cordless,1.0,0.75,-25.0
syria,1.0,0.75,-25.0
tires,1.0,0.75,-25.0
statewide,2.0,1.5,-25.0
ur,5.0,3.75,-25.0
fruits,1.0,0.75,-25.0
crops,3.0,2.25,-25.0
slovakia,1.0,0.75,-25.0
gorgeous,2.0,1.5,-25.0
capitol,3.0,2.25,-25.0
trades,4.0,3.0,-25.0
superb,2.0,1.5,-25.0
floors,4.0,3.0,-25.0
davidson,3.0,2.25,-25.0
pharmacies,1.0,0.75,-25.0
appreciated,2.0,1.5,-25.0
latino,2.0,1.5,-25.0
asthma,2.0,1.5,-25.0
oriental,2.0,1.5,-25.0
warranties,1.0,0.75,-25.0
paperbacks,2.0,1.5,-25.0
harbour,1.0,0.75,-25.0
keyboards,3.0,2.25,-25.0
knives,1.0,0.75,-25.0
arrange,2.0,1.5,-25.0
sussex,4.0,3.0,-25.0
invoice,1.0,0.75,-25.0
subcommittee,2.0,1.5,-25.0
suse,1.0,0.75,-25.0
colonial,5.0,3.75,-25.0
embassy,2.0,1.5,-25.0
oops,1.0,0.75,-25.0
reminder,4.0,3.0,-25.0
lonely,5.0,3.75,-25.0
lancaster,3.0,2.25,-25.0
containers,4.0,3.0,-25.0
replied,4.0,3.0,-25.0
